Date,Crop_Product,Category,Quantity_Sold_Demanded_kg,Price_per_kg_INR,Location,State,Season_Month,Weather_Festival_Info
2024-02-21,Peas,Vegetable,311,53.29,Ahmedabad,Gujarat,Winter (February),Cold
2024-07-10,Onion,Vegetable,526,44.07,Delhi,Delhi,Monsoon (July),Rainy
2024-04-05,Spinach,Vegetable,211,16.4,Bhopal,Madhya Pradesh,Summer (April),Hot
2024-12-01,Garlic,Vegetable,308,88.46,Mumbai,Maharashtra,Winter (December),Cold
2024-10-03,Pineapple,Fruit,201,70.62,Kochi,Kerala,Autumn (October),Mild
2024-03-20,Litchi,Fruit,116,92.73,Shimla,Himachal Pradesh,Summer (March),Hot
2024-12-27,Cabbage,Vegetable,411,16.19,Jaipur,Rajasthan,Winter (December),Cold
2024-05-08,Mango,Fruit,390,67.29,Guwahati,Assam,Summer (May),Hot
2024-11-09,Grapes,Fruit,358,78.3,Ahmedabad,Gujarat,Autumn (November),Mild
2024-10-19,Radish,Vegetable,331,20.69,Delhi,Delhi,Autumn (October),Mild
2024-12-30,French Beans,Vegetable,311,45.0,Mumbai,Maharashtra,Winter (December),Cold
2023-04-15,Carrot,Vegetable,331,33.11,Ahmedabad,Gujarat,Summer (April),Hot
2024-11-09,Peas,Vegetable,404,54.64,Bangalore,Karnataka,Autumn (November),Mild
2023-03-13,Banana,Fruit,385,47.59,Guwahati,Assam,Summer (March),Hot
2023-08-26,Pumpkin,Vegetable,329,20.86,Kochi,Kerala,Monsoon (August),Rainy
2023-11-07,Green Chilli,Vegetable,145,48.72,Hyderabad,Telangana,Autumn (November),Mild
2023-06-01,Papaya,Fruit,328,19.4,Patna,Bihar,Monsoon (June),Rainy
2023-08-07,Okra,Vegetable,368,26.14,Patna,Bihar,Monsoon (August),Rainy
2024-08-09,Okra,Vegetable,367,26.28,Patna,Bihar,Monsoon (August),Rainy
2023-07-29,Corn,Vegetable,230,21.17,Shimla,Himachal Pradesh,Monsoon (July),Rainy
2023-02-14,Apple,Fruit,488,150.93,Delhi,Delhi,Winter (February),Cold | Vasant Panchami
2023-02-13,Spinach,Vegetable,284,17.31,Chandigarh,Punjab,Winter (February),Cold
2024-02-16,Corn,Vegetable,231,32.98,Bangalore,Karnataka,Winter (February),Cold
2023-04-18,Brinjal,Vegetable,388,31.04,Chennai,Tamil Nadu,Summer (April),Hot
2024-02-28,Pumpkin,Vegetable,273,26.48,Delhi,Delhi,Winter (February),Cold
2023-07-11,Spinach,Vegetable,158,25.18,Chandigarh,Punjab,Monsoon (July),Rainy
2023-02-27,French Beans,Vegetable,101,49.94,Shimla,Himachal Pradesh,Winter (February),Cold
2024-12-18,Cluster Beans,Vegetable,76,49.66,Shimla,Himachal Pradesh,Winter (December),Cold
2023-11-05,Brinjal,Vegetable,363,33.9,Chennai,Tamil Nadu,Autumn (November),Mild
2023-03-13,Papaya,Fruit,376,29.92,Bangalore,Karnataka,Summer (March),Hot
2023-02-01,Onion,Vegetable,618,24.05,Bhopal,Madhya Pradesh,Winter (February),Cold
2024-11-15,Pomegranate,Fruit,373,105.24,Chennai,Tamil Nadu,Autumn (November),Mild
2024-05-04,Peas,Vegetable,244,76.54,Bangalore,Karnataka,Summer (May),Hot
2023-11-30,Sapota,Fruit,249,47.4,Hyderabad,Telangana,Autumn (November),Mild
2023-05-31,Mango,Fruit,541,61.37,Kolkata,West Bengal,Summer (May),Hot
2023-06-26,Custard Apple,Fruit,151,104.63,Bangalore,Karnataka,Monsoon (June),Rainy
2024-10-18,Cabbage,Vegetable,277,15.82,Patna,Bihar,Autumn (October),Mild
2024-10-09,Cluster Beans,Vegetable,203,37.58,Ahmedabad,Gujarat,Autumn (October),Mild
2024-04-22,Watermelon,Fruit,510,13.84,Lucknow,Uttar Pradesh,Summer (April),Hot
2023-09-14,Okra,Vegetable,428,39.75,Bangalore,Karnataka,Monsoon (September),Rainy
2023-06-24,Orange,Fruit,355,95.41,Mumbai,Maharashtra,Monsoon (June),Rainy
2023-06-23,Apple,Fruit,169,152.5,Bhopal,Madhya Pradesh,Monsoon (June),Rainy
2023-08-28,Okra,Vegetable,372,36.0,Chandigarh,Punjab,Monsoon (August),Rainy
2024-06-11,Muskmelon,Fruit,418,28.8,Hyderabad,Telangana,Monsoon (June),Rainy
2023-09-06,Spinach,Vegetable,182,24.78,Kochi,Kerala,Monsoon (September),Rainy
2024-04-05,Grapes,Fruit,162,91.18,Shimla,Himachal Pradesh,Summer (April),Hot
2024-05-26,Sapota,Fruit,225,49.25,Kolkata,West Bengal,Summer (May),Hot
2024-12-28,Strawberry,Fruit,217,120.87,Mumbai,Maharashtra,Winter (December),Cold
2023-09-01,Radish,Vegetable,171,23.92,Chandigarh,Punjab,Monsoon (September),Rainy
2024-10-11,Cluster Beans,Vegetable,249,45.8,Mumbai,Maharashtra,Autumn (October),Mild
2023-03-11,Apple,Fruit,261,126.95,Bhopal,Madhya Pradesh,Summer (March),Hot
2024-10-15,Sweet Potato,Vegetable,281,18.36,Patna,Bihar,Autumn (October),Mild
2024-07-15,French Beans,Vegetable,147,39.2,Patna,Bihar,Monsoon (July),Rainy
2024-10-10,Okra,Vegetable,310,41.67,Chandigarh,Punjab,Autumn (October),Mild
2024-08-27,French Beans,Vegetable,227,40.39,Kolkata,West Bengal,Monsoon (August),Rainy
2024-09-27,Ginger,Vegetable,121,67.69,Shimla,Himachal Pradesh,Monsoon (September),Rainy
2024-02-21,Banana,Fruit,586,51.01,Delhi,Delhi,Winter (February),Cold
2024-05-17,Tomato,Vegetable,642,26.66,Hyderabad,Telangana,Summer (May),Hot
2023-09-18,Cauliflower,Vegetable,267,27.3,Jaipur,Rajasthan,Monsoon (September),Rainy
2024-02-22,Grapes,Fruit,347,75.72,Jaipur,Rajasthan,Winter (February),Cold
2023-08-04,Orange,Fruit,275,91.63,Bangalore,Karnataka,Monsoon (August),Rainy
2024-08-14,Banana,Fruit,381,40.1,Patna,Bihar,Monsoon (August),Rainy
2023-01-09,Capsicum,Vegetable,266,44.73,Jaipur,Rajasthan,Winter (January),Cold
2024-04-23,Green Chilli,Vegetable,142,45.59,Chandigarh,Punjab,Summer (April),Hot
2023-10-29,Onion,Vegetable,727,31.75,Ahmedabad,Gujarat,Autumn (October),Mild
2024-03-05,Peas,Vegetable,237,46.97,Patna,Bihar,Summer (March),Hot
2023-08-03,Green Chilli,Vegetable,202,34.7,Kolkata,West Bengal,Monsoon (August),Rainy
2023-03-28,Spinach,Vegetable,288,17.76,Kolkata,West Bengal,Summer (March),Hot
2023-08-17,Strawberry,Fruit,103,159.88,Chennai,Tamil Nadu,Monsoon (August),Rainy
2023-01-13,Bitter Gourd,Vegetable,147,42.0,Jaipur,Rajasthan,Winter (January),Cold
2023-04-14,Brinjal,Vegetable,380,31.47,Chennai,Tamil Nadu,Summer (April),Hot
2023-10-06,Banana,Fruit,326,49.2,Lucknow,Uttar Pradesh,Autumn (October),Mild
2024-12-29,Sweet Potato,Vegetable,337,24.28,Jaipur,Rajasthan,Winter (December),Cold
2024-10-03,Garlic,Vegetable,178,88.94,Kolkata,West Bengal,Autumn (October),Mild
2024-01-11,Apple,Fruit,396,117.96,Ahmedabad,Gujarat,Winter (January),Cold
2024-12-31,Litchi,Fruit,108,119.1,Guwahati,Assam,Winter (December),Cold
2023-01-02,Cucumber,Vegetable,303,26.88,Kolkata,West Bengal,Winter (January),Cold
2024-05-08,Corn,Vegetable,337,26.68,Chennai,Tamil Nadu,Summer (May),Hot
2024-03-04,Strawberry,Fruit,122,90.17,Patna,Bihar,Summer (March),Hot
2024-09-10,Tomato,Vegetable,608,25.5,Ahmedabad,Gujarat,Monsoon (September),Rainy
2024-11-16,Strawberry,Fruit,83,122.11,Shimla,Himachal Pradesh,Autumn (November),Mild
2023-06-14,Capsicum,Vegetable,172,58.48,Jaipur,Rajasthan,Monsoon (June),Rainy
2024-01-28,Custard Apple,Fruit,133,104.63,Kochi,Kerala,Winter (January),Cold
2024-11-07,Peas,Vegetable,389,52.38,Chennai,Tamil Nadu,Autumn (November),Mild
2024-12-18,Guava,Fruit,266,29.51,Patna,Bihar,Winter (December),Cold
2024-08-24,Strawberry,Fruit,104,142.71,Ahmedabad,Gujarat,Monsoon (August),Rainy
2023-05-18,Cabbage,Vegetable,297,22.08,Hyderabad,Telangana,Summer (May),Hot
2024-06-07,French Beans,Vegetable,117,45.12,Bhopal,Madhya Pradesh,Monsoon (June),Rainy
2024-12-19,Brinjal,Vegetable,131,37.29,Shimla,Himachal Pradesh,Winter (December),Cold
2023-05-16,Cluster Beans,Vegetable,121,37.57,Shimla,Himachal Pradesh,Summer (May),Hot
2023-01-16,Onion,Vegetable,741,23.8,Lucknow,Uttar Pradesh,Winter (January),Cold
2023-08-30,Custard Apple,Fruit,165,80.55,Chandigarh,Punjab,Monsoon (August),Rainy
2023-07-13,Coconut,Fruit,299,36.02,Jaipur,Rajasthan,Monsoon (July),Rainy
2024-10-21,Brinjal,Vegetable,347,30.9,Hyderabad,Telangana,Autumn (October),Mild
2023-03-20,Mango,Fruit,258,74.42,Shimla,Himachal Pradesh,Summer (March),Hot
2024-11-11,Carrot,Vegetable,181,33.43,Shimla,Himachal Pradesh,Autumn (November),Mild
2023-04-26,Pumpkin,Vegetable,178,28.91,Kochi,Kerala,Summer (April),Hot
2023-07-15,Pineapple,Fruit,306,54.64,Kochi,Kerala,Monsoon (July),Rainy
2023-10-21,Beetroot,Vegetable,244,29.46,Jaipur,Rajasthan,Autumn (October),Mild
2024-04-11,Sapota,Fruit,245,44.44,Jaipur,Rajasthan,Summer (April),Hot
2023-07-08,Carrot,Vegetable,242,41.93,Hyderabad,Telangana,Monsoon (July),Rainy
2024-04-11,Brinjal,Vegetable,278,24.14,Patna,Bihar,Summer (April),Hot
2024-04-15,Bottle Gourd,Vegetable,237,26.2,Kochi,Kerala,Summer (April),Hot
2023-07-02,Apple,Fruit,256,195.97,Bangalore,Karnataka,Monsoon (July),Rainy
2024-07-09,Custard Apple,Fruit,81,95.39,Shimla,Himachal Pradesh,Monsoon (July),Rainy
2024-09-28,Garlic,Vegetable,98,99.87,Shimla,Himachal Pradesh,Monsoon (September),Rainy
2024-05-02,Mango,Fruit,543,61.12,Kolkata,West Bengal,Summer (May),Hot
2023-06-11,Cabbage,Vegetable,235,24.44,Chandigarh,Punjab,Monsoon (June),Rainy
2024-05-22,Mango,Fruit,441,51.32,Patna,Bihar,Summer (May),Hot
2024-12-23,Onion,Vegetable,997,32.77,Mumbai,Maharashtra,Winter (December),Cold
2023-12-01,Muskmelon,Fruit,182,33.35,Patna,Bihar,Winter (December),Cold
2023-11-07,Garlic,Vegetable,220,91.6,Bangalore,Karnataka,Autumn (November),Mild
2024-11-28,Corn,Vegetable,261,22.46,Lucknow,Uttar Pradesh,Autumn (November),Mild
2024-12-21,Orange,Fruit,265,60.04,Shimla,Himachal Pradesh,Winter (December),Cold
2024-07-03,Orange,Fruit,235,71.13,Lucknow,Uttar Pradesh,Monsoon (July),Rainy
2024-04-12,Corn,Vegetable,229,28.9,Chandigarh,Punjab,Summer (April),Hot
2024-12-15,Tomato,Vegetable,435,35.34,Hyderabad,Telangana,Winter (December),Cold
2024-04-10,Pineapple,Fruit,312,54.58,Hyderabad,Telangana,Summer (April),Hot
2023-11-28,Beetroot,Vegetable,238,27.23,Chandigarh,Punjab,Autumn (November),Mild
2024-10-11,Pineapple,Fruit,193,68.98,Chandigarh,Punjab,Autumn (October),Mild
2024-02-05,Sweet Potato,Vegetable,214,23.37,Bhopal,Madhya Pradesh,Winter (February),Cold
2024-04-05,Garlic,Vegetable,189,86.84,Jaipur,Rajasthan,Summer (April),Hot
2024-12-09,Sweet Potato,Vegetable,411,24.24,Delhi,Delhi,Winter (December),Cold
2024-01-27,Sweet Potato,Vegetable,346,27.97,Chennai,Tamil Nadu,Winter (January),Cold
2023-03-26,Strawberry,Fruit,129,132.77,Kochi,Kerala,Summer (March),Hot
2024-05-26,Orange,Fruit,320,75.08,Kolkata,West Bengal,Summer (May),Hot
2023-10-12,Litchi,Fruit,178,128.94,Chennai,Tamil Nadu,Autumn (October),Mild | Dussehra
2024-01-28,Sapota,Fruit,234,34.36,Bhopal,Madhya Pradesh,Winter (January),Cold
2024-02-26,Bottle Gourd,Vegetable,173,21.97,Patna,Bihar,Winter (February),Cold
2023-07-24,Mango,Fruit,354,63.14,Bhopal,Madhya Pradesh,Monsoon (July),Rainy
2023-12-09,Papaya,Fruit,307,40.75,Mumbai,Maharashtra,Winter (December),Cold
2024-03-07,Ginger,Vegetable,167,107.07,Mumbai,Maharashtra,Summer (March),Hot
2024-03-25,Beetroot,Vegetable,252,32.17,Kochi,Kerala,Summer (March),Hot | Holi
2023-08-04,Ginger,Vegetable,217,77.72,Chennai,Tamil Nadu,Monsoon (August),Rainy
2024-06-13,Beetroot,Vegetable,139,28.07,Patna,Bihar,Monsoon (June),Rainy
2023-01-22,Capsicum,Vegetable,286,44.41,Kolkata,West Bengal,Winter (January),Cold
2024-11-12,Capsicum,Vegetable,269,42.01,Chandigarh,Punjab,Autumn (November),Mild
2023-07-02,Guava,Fruit,243,33.18,Patna,Bihar,Monsoon (July),Rainy
2024-10-22,Ginger,Vegetable,242,70.71,Bangalore,Karnataka,Autumn (October),Mild
2023-12-27,Carrot,Vegetable,354,24.12,Lucknow,Uttar Pradesh,Winter (December),Cold
2023-01-15,Coconut,Fruit,246,42.17,Ahmedabad,Gujarat,Winter (January),Cold
2024-02-20,Sapota,Fruit,300,44.06,Bangalore,Karnataka,Winter (February),Cold
2023-11-14,Spinach,Vegetable,157,18.97,Shimla,Himachal Pradesh,Autumn (November),Mild
2024-08-06,Apple,Fruit,187,175.24,Guwahati,Assam,Monsoon (August),Rainy
2024-12-23,Cluster Beans,Vegetable,143,45.18,Ahmedabad,Gujarat,Winter (December),Cold
2024-09-18,Guava,Fruit,411,34.25,Chennai,Tamil Nadu,Monsoon (September),Rainy
2024-09-14,Onion,Vegetable,440,32.75,Bhopal,Madhya Pradesh,Monsoon (September),Rainy
2023-08-26,Onion,Vegetable,499,40.37,Jaipur,Rajasthan,Monsoon (August),Rainy
2024-06-23,Watermelon,Fruit,726,19.45,Mumbai,Maharashtra,Monsoon (June),Rainy
2024-03-03,Garlic,Vegetable,199,62.24,Patna,Bihar,Summer (March),Hot
2023-01-04,Bottle Gourd,Vegetable,201,28.75,Hyderabad,Telangana,Winter (January),Cold
2023-07-04,Capsicum,Vegetable,150,47.76,Bhopal,Madhya Pradesh,Monsoon (July),Rainy
2023-07-07,Cucumber,Vegetable,405,18.65,Lucknow,Uttar Pradesh,Monsoon (July),Rainy
2023-05-25,Pumpkin,Vegetable,250,26.54,Chennai,Tamil Nadu,Summer (May),Hot
2024-08-21,Sweet Potato,Vegetable,356,31.07,Mumbai,Maharashtra,Monsoon (August),Rainy
2024-08-06,Guava,Fruit,284,40.29,Kochi,Kerala,Monsoon (August),Rainy
2024-03-06,Coconut,Fruit,201,47.95,Hyderabad,Telangana,Summer (March),Hot
2024-05-05,Bitter Gourd,Vegetable,265,30.76,Kolkata,West Bengal,Summer (May),Hot
2024-01-12,Okra,Vegetable,250,45.6,Kolkata,West Bengal,Winter (January),Cold
2024-10-09,Bottle Gourd,Vegetable,198,24.92,Guwahati,Assam,Autumn (October),Mild
2024-02-10,Guava,Fruit,232,48.31,Kochi,Kerala,Winter (February),Cold
2024-12-18,French Beans,Vegetable,210,30.29,Patna,Bihar,Winter (December),Cold
2024-01-19,Sapota,Fruit,333,43.03,Delhi,Delhi,Winter (January),Cold
2023-04-21,Guava,Fruit,217,52.71,Bangalore,Karnataka,Summer (April),Hot
2024-09-15,Muskmelon,Fruit,231,30.99,Patna,Bihar,Monsoon (September),Rainy
2023-09-14,Strawberry,Fruit,91,150.69,Chandigarh,Punjab,Monsoon (September),Rainy
2023-11-30,Grapes,Fruit,424,81.22,Delhi,Delhi,Autumn (November),Mild
2023-12-05,Sweet Potato,Vegetable,315,19.44,Lucknow,Uttar Pradesh,Winter (December),Cold
2024-06-25,Coconut,Fruit,361,43.92,Mumbai,Maharashtra,Monsoon (June),Rainy
2023-03-10,Onion,Vegetable,743,29.27,Ahmedabad,Gujarat,Summer (March),Hot
2024-10-12,Custard Apple,Fruit,254,71.82,Kolkata,West Bengal,Autumn (October),Mild | Dussehra
2024-05-25,Sweet Potato,Vegetable,169,26.76,Patna,Bihar,Summer (May),Hot
2024-06-24,Garlic,Vegetable,123,90.76,Lucknow,Uttar Pradesh,Monsoon (June),Rainy
2023-02-23,Pineapple,Fruit,281,67.2,Delhi,Delhi,Winter (February),Cold
2023-04-02,Capsicum,Vegetable,182,49.02,Lucknow,Uttar Pradesh,Summer (April),Hot
2023-05-24,Spinach,Vegetable,153,23.54,Guwahati,Assam,Summer (May),Hot
2024-03-21,Bitter Gourd,Vegetable,242,43.32,Mumbai,Maharashtra,Summer (March),Hot
2023-03-18,Custard Apple,Fruit,124,100.98,Kolkata,West Bengal,Summer (March),Hot
2024-07-04,Cluster Beans,Vegetable,259,30.49,Ahmedabad,Gujarat,Monsoon (July),Rainy
2023-11-17,Okra,Vegetable,297,42.28,Kolkata,West Bengal,Autumn (November),Mild
2024-10-05,Watermelon,Fruit,398,24.31,Chennai,Tamil Nadu,Autumn (October),Mild
2023-12-14,Grapes,Fruit,316,78.4,Chandigarh,Punjab,Winter (December),Cold
2024-12-10,Pomegranate,Fruit,330,118.47,Bangalore,Karnataka,Winter (December),Cold
2023-10-02,Cluster Beans,Vegetable,181,40.38,Chandigarh,Punjab,Autumn (October),Mild
2024-01-18,Mango,Fruit,261,91.21,Guwahati,Assam,Winter (January),Cold
2024-01-19,Strawberry,Fruit,164,98.86,Kolkata,West Bengal,Winter (January),Cold
2023-03-08,Apple,Fruit,264,162.96,Guwahati,Assam,Summer (March),Hot | Maha Shivratri
2024-04-25,Cauliflower,Vegetable,280,21.96,Lucknow,Uttar Pradesh,Summer (April),Hot
2023-08-20,Strawberry,Fruit,112,159.13,Chennai,Tamil Nadu,Monsoon (August),Rainy
2024-01-19,Orange,Fruit,455,56.03,Jaipur,Rajasthan,Winter (January),Cold
2023-07-15,Brinjal,Vegetable,463,24.0,Jaipur,Rajasthan,Monsoon (July),Rainy
2024-10-13,Capsicum,Vegetable,299,34.97,Lucknow,Uttar Pradesh,Autumn (October),Mild
2023-04-21,Tomato,Vegetable,519,29.25,Jaipur,Rajasthan,Summer (April),Hot
2024-06-17,Radish,Vegetable,203,24.7,Chennai,Tamil Nadu,Monsoon (June),Rainy
2023-04-03,Muskmelon,Fruit,459,31.24,Delhi,Delhi,Summer (April),Hot
2024-04-06,Sweet Potato,Vegetable,116,34.22,Shimla,Himachal Pradesh,Summer (April),Hot
2023-08-08,Green Chilli,Vegetable,162,29.46,Patna,Bihar,Monsoon (August),Rainy
2023-04-21,Garlic,Vegetable,219,96.04,Delhi,Delhi,Summer (April),Hot
2024-12-05,Carrot,Vegetable,411,31.07,Chennai,Tamil Nadu,Winter (December),Cold
2024-11-08,Tomato,Vegetable,347,27.77,Bhopal,Madhya Pradesh,Autumn (November),Mild
2024-01-01,Muskmelon,Fruit,248,45.85,Kochi,Kerala,Winter (January),Cold | New Year
2024-01-13,Muskmelon,Fruit,234,30.83,Patna,Bihar,Winter (January),Cold
2024-10-10,French Beans,Vegetable,201,31.66,Bhopal,Madhya Pradesh,Autumn (October),Mild
2023-05-19,Garlic,Vegetable,159,94.64,Kolkata,West Bengal,Summer (May),Hot
2023-09-08,Orange,Fruit,229,66.7,Bhopal,Madhya Pradesh,Monsoon (September),Rainy
2023-12-10,Spinach,Vegetable,319,14.23,Lucknow,Uttar Pradesh,Winter (December),Cold
2024-06-27,Brinjal,Vegetable,425,24.23,Jaipur,Rajasthan,Monsoon (June),Rainy
2024-01-24,Cluster Beans,Vegetable,168,50.24,Delhi,Delhi,Winter (January),Cold
2024-11-15,Pomegranate,Fruit,259,85.19,Bhopal,Madhya Pradesh,Autumn (November),Mild
2024-10-20,Brinjal,Vegetable,359,29.26,Ahmedabad,Gujarat,Autumn (October),Mild
2023-03-30,Okra,Vegetable,346,42.01,Hyderabad,Telangana,Summer (March),Hot
2024-07-11,Onion,Vegetable,378,46.18,Kochi,Kerala,Monsoon (July),Rainy
2023-09-03,Cluster Beans,Vegetable,318,40.12,Mumbai,Maharashtra,Monsoon (September),Rainy
2024-08-18,Sweet Potato,Vegetable,248,21.84,Patna,Bihar,Monsoon (August),Rainy
2024-03-03,Pineapple,Fruit,230,65.32,Chandigarh,Punjab,Summer (March),Hot
2024-12-17,Apple,Fruit,409,114.21,Ahmedabad,Gujarat,Winter (December),Cold
2023-12-06,Cabbage,Vegetable,374,14.37,Lucknow,Uttar Pradesh,Winter (December),Cold
2024-03-29,Papaya,Fruit,327,28.36,Kochi,Kerala,Summer (March),Hot
2023-11-26,Spinach,Vegetable,355,17.39,Hyderabad,Telangana,Autumn (November),Mild
2023-12-15,Ginger,Vegetable,203,69.13,Kolkata,West Bengal,Winter (December),Cold
2024-09-11,Cauliflower,Vegetable,233,30.52,Kochi,Kerala,Monsoon (September),Rainy
2023-05-20,Peas,Vegetable,221,67.56,Kolkata,West Bengal,Summer (May),Hot
2024-12-23,Pumpkin,Vegetable,260,16.51,Patna,Bihar,Winter (December),Cold
2024-12-26,Sapota,Fruit,227,45.52,Chandigarh,Punjab,Winter (December),Cold
2024-01-02,Orange,Fruit,249,59.17,Shimla,Himachal Pradesh,Winter (January),Cold
2024-03-06,Muskmelon,Fruit,350,30.76,Ahmedabad,Gujarat,Summer (March),Hot
2024-02-14,Cluster Beans,Vegetable,163,49.12,Jaipur,Rajasthan,Winter (February),Cold | Vasant Panchami
2024-12-16,Sapota,Fruit,219,46.97,Chandigarh,Punjab,Winter (December),Cold
2024-12-29,Garlic,Vegetable,188,76.31,Guwahati,Assam,Winter (December),Cold
2023-01-13,Radish,Vegetable,281,16.8,Chandigarh,Punjab,Winter (January),Cold
2023-02-26,Potato,Vegetable,1158,22.31,Delhi,Delhi,Winter (February),Cold
2024-12-30,Papaya,Fruit,262,37.51,Bangalore,Karnataka,Winter (December),Cold
2024-07-16,Brinjal,Vegetable,450,22.81,Ahmedabad,Gujarat,Monsoon (July),Rainy
2024-05-22,Pineapple,Fruit,352,53.74,Bangalore,Karnataka,Summer (May),Hot
2023-11-18,Custard Apple,Fruit,161,64.2,Bhopal,Madhya Pradesh,Autumn (November),Mild
2024-12-17,Bottle Gourd,Vegetable,208,28.34,Hyderabad,Telangana,Winter (December),Cold
2023-04-29,Pineapple,Fruit,327,51.57,Jaipur,Rajasthan,Summer (April),Hot
2024-09-14,Peas,Vegetable,268,62.08,Chandigarh,Punjab,Monsoon (September),Rainy
2023-07-12,Pineapple,Fruit,396,51.84,Delhi,Delhi,Monsoon (July),Rainy
2024-05-27,Orange,Fruit,323,83.18,Chennai,Tamil Nadu,Summer (May),Hot
2024-04-30,Okra,Vegetable,333,41.43,Kochi,Kerala,Summer (April),Hot
2024-10-29,Banana,Fruit,287,65.66,Kochi,Kerala,Autumn (October),Mild
2024-09-10,Mango,Fruit,310,91.72,Chandigarh,Punjab,Monsoon (September),Rainy
2024-07-31,Peas,Vegetable,239,67.74,Hyderabad,Telangana,Monsoon (July),Rainy
2023-12-01,Guava,Fruit,351,33.05,Ahmedabad,Gujarat,Winter (December),Cold
2023-11-08,Tomato,Vegetable,349,27.69,Bhopal,Madhya Pradesh,Autumn (November),Mild
2023-04-17,Bitter Gourd,Vegetable,278,39.8,Mumbai,Maharashtra,Summer (April),Hot
2023-06-28,Onion,Vegetable,408,35.4,Lucknow,Uttar Pradesh,Monsoon (June),Rainy
2023-07-17,Litchi,Fruit,195,77.05,Lucknow,Uttar Pradesh,Monsoon (July),Rainy
2023-06-27,Cabbage,Vegetable,241,22.59,Ahmedabad,Gujarat,Monsoon (June),Rainy
2023-09-03,Guava,Fruit,336,35.42,Chandigarh,Punjab,Monsoon (September),Rainy
2024-07-18,Banana,Fruit,509,45.63,Jaipur,Rajasthan,Monsoon (July),Rainy
2024-07-31,French Beans,Vegetable,151,39.66,Bhopal,Madhya Pradesh,Monsoon (July),Rainy
2024-05-18,Papaya,Fruit,421,24.01,Jaipur,Rajasthan,Summer (May),Hot
2023-06-17,Beetroot,Vegetable,175,35.24,Jaipur,Rajasthan,Monsoon (June),Rainy
2023-09-07,Okra,Vegetable,253,38.95,Shimla,Himachal Pradesh,Monsoon (September),Rainy | Ganesh Chaturthi
2024-09-15,Watermelon,Fruit,286,23.24,Guwahati,Assam,Monsoon (September),Rainy
2024-12-21,Watermelon,Fruit,433,24.31,Delhi,Delhi,Winter (December),Cold
2024-03-16,Orange,Fruit,391,69.34,Kochi,Kerala,Summer (March),Hot
2023-05-11,Custard Apple,Fruit,121,116.46,Bangalore,Karnataka,Summer (May),Hot
2024-03-23,Spinach,Vegetable,166,19.36,Shimla,Himachal Pradesh,Summer (March),Hot
2023-01-17,Banana,Fruit,410,51.72,Kolkata,West Bengal,Winter (January),Cold
2024-09-09,Sweet Potato,Vegetable,283,21.5,Lucknow,Uttar Pradesh,Monsoon (September),Rainy
2023-12-09,Sapota,Fruit,280,45.95,Hyderabad,Telangana,Winter (December),Cold
2023-02-16,Mango,Fruit,224,83.06,Shimla,Himachal Pradesh,Winter (February),Cold
2023-11-28,Watermelon,Fruit,372,25.07,Delhi,Delhi,Autumn (November),Mild
2023-01-07,Garlic,Vegetable,227,79.39,Kochi,Kerala,Winter (January),Cold
2024-01-18,Cabbage,Vegetable,374,17.61,Kochi,Kerala,Winter (January),Cold
2023-01-29,Capsicum,Vegetable,343,55.09,Mumbai,Maharashtra,Winter (January),Cold
2024-03-23,Pomegranate,Fruit,252,149.79,Delhi,Delhi,Summer (March),Hot
2023-10-05,Custard Apple,Fruit,165,57.7,Patna,Bihar,Autumn (October),Mild
2024-03-26,Sweet Potato,Vegetable,226,35.09,Bangalore,Karnataka,Summer (March),Hot
2024-05-31,Pomegranate,Fruit,261,142.59,Delhi,Delhi,Summer (May),Hot
2023-01-29,Guava,Fruit,289,40.29,Ahmedabad,Gujarat,Winter (January),Cold
2024-12-28,Banana,Fruit,325,45.67,Patna,Bihar,Winter (December),Cold
2024-02-23,Tomato,Vegetable,367,29.35,Lucknow,Uttar Pradesh,Winter (February),Cold
2023-02-28,Cucumber,Vegetable,446,24.89,Chennai,Tamil Nadu,Winter (February),Cold
2024-05-01,Peas,Vegetable,229,69.2,Hyderabad,Telangana,Summer (May),Hot
2023-04-08,Coconut,Fruit,235,49.6,Chennai,Tamil Nadu,Summer (April),Hot
2024-01-30,Banana,Fruit,439,49.73,Ahmedabad,Gujarat,Winter (January),Cold
2023-08-25,Coconut,Fruit,435,37.24,Mumbai,Maharashtra,Monsoon (August),Rainy
2024-11-07,Bottle Gourd,Vegetable,204,28.66,Kochi,Kerala,Autumn (November),Mild
2023-10-30,Litchi,Fruit,102,101.47,Bhopal,Madhya Pradesh,Autumn (October),Mild
2023-03-15,Strawberry,Fruit,132,98.85,Lucknow,Uttar Pradesh,Summer (March),Hot
2024-06-03,Garlic,Vegetable,154,103.39,Hyderabad,Telangana,Monsoon (June),Rainy
2023-04-11,Cauliflower,Vegetable,302,20.87,Lucknow,Uttar Pradesh,Summer (April),Hot
2023-05-11,Garlic,Vegetable,205,112.05,Mumbai,Maharashtra,Summer (May),Hot
2023-02-18,Cucumber,Vegetable,359,25.78,Chandigarh,Punjab,Winter (February),Cold
2023-08-11,Pineapple,Fruit,262,58.85,Kochi,Kerala,Monsoon (August),Rainy
2023-09-29,Cucumber,Vegetable,269,24.26,Lucknow,Uttar Pradesh,Monsoon (September),Rainy
2023-12-15,Pumpkin,Vegetable,302,17.01,Lucknow,Uttar Pradesh,Winter (December),Cold
